institution_id,account_id,owners,names,emails,phones
ins_109508,7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,"[{""addresses"":[{""data"":{""city"":""Malakoff"",""country"":""US"",""postal_code"":""14236"",""region"":""NY"",""street"":""2992 Cameron Road""},""primary"":true},{""data"":{""city"":""San Matias"",""country"":""US"",""postal_code"":""93405-2255"",""region"":""CA"",""street"":""2493 Leisure Lane""},""primary"":false}],""emails"":[{""data"":""accountholder0@example.com"",""primary"":true,""type"":""primary""},{""data"":""accountholder1@example.com"",""primary"":false,""type"":""secondary""},{""data"":""extraordinarily.long.email.username.123456@reallylonghostname.com"",""primary"":false,""type"":""other""}],""names"":[""Alberta Bobbeth Charleson""],""phone_numbers"":[{""data"":""1112223333"",""primary"":false,""type"":""home""},{""data"":""1112224444"",""primary"":false,""type"":""work""},{""data"":""1112225555"",""primary"":false,""type"":""mobile""}]}]",[],[null],[null]
ins_109508,eoWb631DemtnG5MGWQJKtXvGPo6adeirv7law,"[{""addresses"":[{""data"":{""city"":""Malakoff"",""country"":""US"",""postal_code"":""14236"",""region"":""NY"",""street"":""2992 Cameron Road""},""primary"":true},{""data"":{""city"":""San Matias"",""country"":""US"",""postal_code"":""93405-2255"",""region"":""CA"",""street"":""2493 Leisure Lane""},""primary"":false}],""emails"":[{""data"":""accountholder0@example.com"",""primary"":true,""type"":""primary""},{""data"":""accountholder1@example.com"",""primary"":false,""type"":""secondary""},{""data"":""extraordinarily.long.email.username.123456@reallylonghostname.com"",""primary"":false,""type"":""other""}],""names"":[""Alberta Bobbeth Charleson""],""phone_numbers"":[{""data"":""1112223333"",""primary"":false,""type"":""home""},{""data"":""1112224444"",""primary"":false,""type"":""work""},{""data"":""1112225555"",""primary"":false,""type"":""mobile""}]}]",[],[null],[null]
ins_109508,QKD9z6mAP3ugeqEeWZvyTjBa1y4n9LfwP3WG8,"[{""addresses"":[{""data"":{""city"":""Malakoff"",""country"":""US"",""postal_code"":""14236"",""region"":""NY"",""street"":""2992 Cameron Road""},""primary"":true},{""data"":{""city"":""San Matias"",""country"":""US"",""postal_code"":""93405-2255"",""region"":""CA"",""street"":""2493 Leisure Lane""},""primary"":false}],""emails"":[{""data"":""accountholder0@example.com"",""primary"":true,""type"":""primary""},{""data"":""accountholder1@example.com"",""primary"":false,""type"":""secondary""},{""data"":""extraordinarily.long.email.username.123456@reallylonghostname.com"",""primary"":false,""type"":""other""}],""names"":[""Alberta Bobbeth Charleson""],""phone_numbers"":[{""data"":""1112223333"",""primary"":false,""type"":""home""},{""data"":""1112224444"",""primary"":false,""type"":""work""},{""data"":""1112225555"",""primary"":false,""type"":""mobile""}]}]",[],[null],[null]
ins_109508,ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,"[{""addresses"":[{""data"":{""city"":""Malakoff"",""country"":""US"",""postal_code"":""14236"",""region"":""NY"",""street"":""2992 Cameron Road""},""primary"":true},{""data"":{""city"":""San Matias"",""country"":""US"",""postal_code"":""93405-2255"",""region"":""CA"",""street"":""2493 Leisure Lane""},""primary"":false}],""emails"":[{""data"":""accountholder0@example.com"",""primary"":true,""type"":""primary""},{""data"":""accountholder1@example.com"",""primary"":false,""type"":""secondary""},{""data"":""extraordinarily.long.email.username.123456@reallylonghostname.com"",""primary"":false,""type"":""other""}],""names"":[""Alberta Bobbeth Charleson""],""phone_numbers"":[{""data"":""1112223333"",""primary"":false,""type"":""home""},{""data"":""1112224444"",""primary"":false,""type"":""work""},{""data"":""1112225555"",""primary"":false,""type"":""mobile""}]}]",[],[null],[null]
ins_109508,MADEl6oVdKtk9W49Lo3xsa9JLEjRwBULXe84K,"[{""addresses"":[{""data"":{""city"":""Malakoff"",""country"":""US"",""postal_code"":""14236"",""region"":""NY"",""street"":""2992 Cameron Road""},""primary"":true},{""data"":{""city"":""San Matias"",""country"":""US"",""postal_code"":""93405-2255"",""region"":""CA"",""street"":""2493 Leisure Lane""},""primary"":false}],""emails"":[{""data"":""accountholder0@example.com"",""primary"":true,""type"":""primary""},{""data"":""accountholder1@example.com"",""primary"":false,""type"":""secondary""},{""data"":""extraordinarily.long.email.username.123456@reallylonghostname.com"",""primary"":false,""type"":""other""}],""names"":[""Alberta Bobbeth Charleson""],""phone_numbers"":[{""data"":""1112223333"",""primary"":false,""type"":""home""},{""data"":""1112224444"",""primary"":false,""type"":""work""},{""data"":""1112225555"",""primary"":false,""type"":""mobile""}]}]",[],[null],[null]
ins_109508,1GEPJ5mB79tl7eM7DmLnfr5m8wEGXqCp9ZGqk,"[{""addresses"":[{""data"":{""city"":""Malakoff"",""country"":""US"",""postal_code"":""14236"",""region"":""NY"",""street"":""2992 Cameron Road""},""primary"":true},{""data"":{""city"":""San Matias"",""country"":""US"",""postal_code"":""93405-2255"",""region"":""CA"",""street"":""2493 Leisure Lane""},""primary"":false}],""emails"":[{""data"":""accountholder0@example.com"",""primary"":true,""type"":""primary""},{""data"":""accountholder1@example.com"",""primary"":false,""type"":""secondary""},{""data"":""extraordinarily.long.email.username.123456@reallylonghostname.com"",""primary"":false,""type"":""other""}],""names"":[""Alberta Bobbeth Charleson""],""phone_numbers"":[{""data"":""1112223333"",""primary"":false,""type"":""home""},{""data"":""1112224444"",""primary"":false,""type"":""work""},{""data"":""1112225555"",""primary"":false,""type"":""mobile""}]}]",[],[null],[null]
ins_109508,LWDgM6owxqtZbnNb14BvTdbAXxRMkVik6lyeQ,"[{""addresses"":[{""data"":{""city"":""Malakoff"",""country"":""US"",""postal_code"":""14236"",""region"":""NY"",""street"":""2992 Cameron Road""},""primary"":true},{""data"":{""city"":""San Matias"",""country"":""US"",""postal_code"":""93405-2255"",""region"":""CA"",""street"":""2493 Leisure Lane""},""primary"":false}],""emails"":[{""data"":""accountholder0@example.com"",""primary"":true,""type"":""primary""},{""data"":""accountholder1@example.com"",""primary"":false,""type"":""secondary""},{""data"":""extraordinarily.long.email.username.123456@reallylonghostname.com"",""primary"":false,""type"":""other""}],""names"":[""Alberta Bobbeth Charleson""],""phone_numbers"":[{""data"":""1112223333"",""primary"":false,""type"":""home""},{""data"":""1112224444"",""primary"":false,""type"":""work""},{""data"":""1112225555"",""primary"":false,""type"":""mobile""}]}]",[],[null],[null]
ins_109508,pznagZ9mkWhbEVMEx6ANu5brjnBzx1uplENJg,"[{""addresses"":[{""data"":{""city"":""Malakoff"",""country"":""US"",""postal_code"":""14236"",""region"":""NY"",""street"":""2992 Cameron Road""},""primary"":true},{""data"":{""city"":""San Matias"",""country"":""US"",""postal_code"":""93405-2255"",""region"":""CA"",""street"":""2493 Leisure Lane""},""primary"":false}],""emails"":[{""data"":""accountholder0@example.com"",""primary"":true,""type"":""primary""},{""data"":""accountholder1@example.com"",""primary"":false,""type"":""secondary""},{""data"":""extraordinarily.long.email.username.123456@reallylonghostname.com"",""primary"":false,""type"":""other""}],""names"":[""Alberta Bobbeth Charleson""],""phone_numbers"":[{""data"":""1112223333"",""primary"":false,""type"":""home""},{""data"":""1112224444"",""primary"":false,""type"":""work""},{""data"":""1112225555"",""primary"":false,""type"":""mobile""}]}]",[],[null],[null]
ins_109508,ornxbQ9odwhLGEPG3DmMTNLMKyVrbaioQknpD,"[{""addresses"":[{""data"":{""city"":""Malakoff"",""country"":""US"",""postal_code"":""14236"",""region"":""NY"",""street"":""2992 Cameron Road""},""primary"":true},{""data"":{""city"":""San Matias"",""country"":""US"",""postal_code"":""93405-2255"",""region"":""CA"",""street"":""2493 Leisure Lane""},""primary"":false}],""emails"":[{""data"":""accountholder0@example.com"",""primary"":true,""type"":""primary""},{""data"":""accountholder1@example.com"",""primary"":false,""type"":""secondary""},{""data"":""extraordinarily.long.email.username.123456@reallylonghostname.com"",""primary"":false,""type"":""other""}],""names"":[""Alberta Bobbeth Charleson""],""phone_numbers"":[{""data"":""1112223333"",""primary"":false,""type"":""home""},{""data"":""1112224444"",""primary"":false,""type"":""work""},{""data"":""1112225555"",""primary"":false,""type"":""mobile""}]}]",[],[null],[null]
ins_109508,g8Wvpdk6lmTGEnME9rAgsmy9wBQbVDUEN4QLJ,"[{""addresses"":[{""data"":{""city"":""Malakoff"",""country"":""US"",""postal_code"":""14236"",""region"":""NY"",""street"":""2992 Cameron Road""},""primary"":true},{""data"":{""city"":""San Matias"",""country"":""US"",""postal_code"":""93405-2255"",""region"":""CA"",""street"":""2493 Leisure Lane""},""primary"":false}],""emails"":[{""data"":""accountholder0@example.com"",""primary"":true,""type"":""primary""},{""data"":""accountholder1@example.com"",""primary"":false,""type"":""secondary""},{""data"":""extraordinarily.long.email.username.123456@reallylonghostname.com"",""primary"":false,""type"":""other""}],""names"":[""Alberta Bobbeth Charleson""],""phone_numbers"":[{""data"":""1112223333"",""primary"":false,""type"":""home""},{""data"":""1112224444"",""primary"":false,""type"":""work""},{""data"":""1112225555"",""primary"":false,""type"":""mobile""}]}]",[],[null],[null]
